row_index,y_true,domain_lgbm_probability,base_positive_rate,Company,Plant,Plant Location - State,U.S. Region of Plant,application_family,strength_psi,strength_bin_500,curing_days,curing_family,gwp_per_ksi,reference_group_type,reference_group_n,reference_p25_gwp_per_ksi,reference_p10_gwp_per_ksi,absolute_reduction_to_p25,relative_reduction_to_p25,absolute_reduction_to_p10,relative_reduction_to_p10,has_comparable_alternative_group,has_10pct_reduction_opportunity,has_20pct_reduction_opportunity
28359,1,0.9959529532219764,0.11501272264631043,Eastern Concrete,Roseland Plant,NJ,Eastern Region,other_or_unspecified,1500.0,1500,28.0,standard_28,176.66666666666666,strict_group,54.0,158.83333333333331,151.66666666666666,17.833333333333343,0.10094339622641516,25.0,0.14150943396226415,True,True,False
26151,1,0.995897444275018,0.11501272264631043,Eastern Concrete,Newark Plant,NJ,Eastern Region,other_or_unspecified,1500.0,1500,28.0,standard_28,166.0,strict_group,54.0,158.83333333333331,151.66666666666666,7.166666666666686,0.04317269076305232,14.333333333333343,0.08634538152610448,True,False,False
22560,1,0.9956776945396956,0.11501272264631043,Eastern Concrete,Bayonne Plant,NJ,Eastern Region,other_or_unspecified,1500.0,1500,28.0,standard_28,158.0,strict_group,54.0,158.83333333333331,151.66666666666666,0.0,0.0,6.333333333333343,0.04008438818565407,True,False,False
27216,1,0.9954913268920986,0.11501272264631043,Eastern Concrete,Newark Plant,NJ,Eastern Region,other_or_unspecified,500.0,500,28.0,standard_28,186.6,strict_group,7.0,211.0,199.44,0.0,0.0,0.0,0.0,True,False,False
26092,1,0.9954913268920986,0.11501272264631043,Eastern Concrete,Howell Plant,NJ,Eastern Region,other_or_unspecified,500.0,500,28.0,standard_28,214.0,strict_group,7.0,211.0,199.44,3.0,0.014018691588785047,14.560000000000002,0.0680373831775701,True,False,False
22691,1,0.9953503804721168,0.11501272264631043,Eastern Concrete,Bogota Plant,NJ,Eastern Region,other_or_unspecified,1500.0,1500,28.0,standard_28,154.66666666666666,strict_group,54.0,158.83333333333331,151.66666666666666,0.0,0.0,3.0,0.01939655172413793,True,False,False
22693,1,0.9953503804721168,0.11501272264631043,Eastern Concrete,Bogota Plant,NJ,Eastern Region,other_or_unspecified,1500.0,1500,28.0,standard_28,171.33333333333334,strict_group,54.0,158.83333333333331,151.66666666666666,12.500000000000028,0.07295719844357992,19.666666666666686,0.11478599221789894,True,False,False
27303,1,0.9953503804721168,0.11501272264631043,Eastern Concrete,North Bergen Plant,NJ,Eastern Region,other_or_unspecified,1500.0,1500,28.0,standard_28,155.33333333333334,strict_group,54.0,158.83333333333331,151.66666666666666,0.0,0.0,3.6666666666666856,0.023605150214592394,True,False,False
23844,1,0.9953503804721168,0.11501272264631043,Eastern Concrete,Broadway Plant,NJ,Eastern Region,other_or_unspecified,1500.0,1500,28.0,standard_28,164.66666666666666,strict_group,54.0,158.83333333333331,151.66666666666666,5.833333333333343,0.035425101214574956,13.0,0.07894736842105264,True,False,False
23842,1,0.9953503804721168,0.11501272264631043,Eastern Concrete,Broadway Plant,NJ,Eastern Region,other_or_unspecified,1500.0,1500,28.0,standard_28,148.0,strict_group,54.0,158.83333333333331,151.66666666666666,0.0,0.0,0.0,0.0,True,False,False
27305,1,0.9953503804721168,0.11501272264631043,Eastern Concrete,North Bergen Plant,NJ,Eastern Region,other_or_unspecified,1500.0,1500,28.0,standard_28,171.33333333333334,strict_group,54.0,158.83333333333331,151.66666666666666,12.500000000000028,0.07295719844357992,19.666666666666686,0.11478599221789894,True,False,False
29514,1,0.99515788183977,0.11501272264631043,Eastern Concrete,West Nyack Plant,NY,Eastern Region,other_or_unspecified,1500.0,1500,28.0,standard_28,204.0,strict_group,54.0,158.83333333333331,151.66666666666666,45.166666666666686,0.22140522875817004,52.33333333333334,0.25653594771241833,True,True,True
28302,1,0.994784851399491,0.11501272264631043,Eastern Concrete,North Bergen Plant,NJ,Eastern Region,other_or_unspecified,500.0,500,28.0,standard_28,228.0,strict_group,7.0,211.0,199.44,17.0,0.07456140350877193,28.560000000000002,0.12526315789473685,True,False,False
24948,1,0.994784851399491,0.11501272264631043,Eastern Concrete,Broadway Plant,NJ,Eastern Region,other_or_unspecified,500.0,500,28.0,standard_28,208.0,strict_group,7.0,211.0,199.44,0.0,0.0,8.560000000000002,0.041153846153846166,True,False,False
23769,1,0.994784851399491,0.11501272264631043,Eastern Concrete,Bogota Plant,NJ,Eastern Region,other_or_unspecified,500.0,500,28.0,standard_28,228.0,strict_group,7.0,211.0,199.44,17.0,0.07456140350877193,28.560000000000002,0.12526315789473685,True,False,False
28356,1,0.9942912342102428,0.11501272264631043,Eastern Concrete,Roseland Plant,NJ,Eastern Region,other_or_unspecified,1000.0,1000,28.0,standard_28,201.0,strict_group,32.0,199.75,89.95,1.25,0.006218905472636816,111.05,0.5524875621890547,True,False,False
27307,1,0.9941454372988396,0.11501272264631043,Eastern Concrete,North Bergen Plant,NJ,Eastern Region,other_or_unspecified,1500.0,1500,28.0,standard_28,220.0,strict_group,54.0,158.83333333333331,151.66666666666666,61.166666666666686,0.2780303030303031,68.33333333333334,0.31060606060606066,True,True,True
22695,1,0.9941454372988396,0.11501272264631043,Eastern Concrete,Bogota Plant,NJ,Eastern Region,other_or_unspecified,1500.0,1500,28.0,standard_28,220.0,strict_group,54.0,158.83333333333331,151.66666666666666,61.166666666666686,0.2780303030303031,68.33333333333334,0.31060606060606066,True,True,True
23846,1,0.9941454372988396,0.11501272264631043,Eastern Concrete,Broadway Plant,NJ,Eastern Region,other_or_unspecified,1500.0,1500,28.0,standard_28,214.0,strict_group,54.0,158.83333333333331,151.66666666666666,55.166666666666686,0.2577881619937696,62.33333333333334,0.2912772585669782,True,True,True
23843,1,0.993822123393535,0.11501272264631043,Eastern Concrete,Broadway Plant,NJ,Eastern Region,other_or_unspecified,1500.0,1500,28.0,standard_28,196.66666666666666,strict_group,54.0,158.83333333333331,151.66666666666666,37.83333333333334,0.19237288135593225,45.0,0.2288135593220339,True,True,False
22692,1,0.993822123393535,0.11501272264631043,Eastern Concrete,Bogota Plant,NJ,Eastern Region,other_or_unspecified,1500.0,1500,28.0,standard_28,202.66666666666666,strict_group,54.0,158.83333333333331,151.66666666666666,43.83333333333334,0.21628289473684217,51.0,0.25164473684210525,True,True,True
27304,1,0.993822123393535,0.11501272264631043,Eastern Concrete,North Bergen Plant,NJ,Eastern Region,other_or_unspecified,1500.0,1500,28.0,standard_28,203.33333333333334,strict_group,54.0,158.83333333333331,151.66666666666666,44.50000000000003,0.21885245901639358,51.666666666666686,0.25409836065573776,True,True,True
22700,1,0.9935598144013807,0.11501272264631043,Eastern Concrete,Bogota Plant,NJ,Eastern Region,other_or_unspecified,2000.0,2000,28.0,standard_28,149.0,strict_group,58.0,139.0,133.8,10.0,0.06711409395973154,15.199999999999989,0.10201342281879187,True,False,False
